payment_id,loan_id,payment_date,due_date,payment_amount,principal_component,interest_component,fee_component,days_past_due,currency,payment_method
291,24,2025-12-04,2025-12-07,777086.93,707903.83,68445.64,737.46,2,EUR,Check
292,24,2026-03-04,2026-02-27,541219.78,496060.53,43278.58,1880.67,10,EUR,Wire
293,24,2026-05-15,2026-05-20,544656.11,463889.13,79908.47,858.51,0,EUR,Check
294,24,2026-08-04,2026-08-09,805539.57,732330.66,72522.44,686.47,0,EUR,Check
295,24,2026-10-25,2026-10-30,867808.69,787459.54,78896.91,1452.24,0,EUR,Check
296,24,2027-01-14,2027-01-19,292676.93,247348.18,44682.94,645.81,0,EUR,Wire
297,24,2027-04-06,2027-04-11,132769.31,88584.37,43876.01,308.93,0,EUR,ACH
298,24,2027-07-07,2027-07-02,183497.78,135023.03,46839.83,1634.92,10,EUR,Check
299,25,2023-08-29,2023-09-03,145986.57,95710.26,49845.36,430.95,0,EUR,Wire
300,25,2023-10-24,2023-10-29,522098.43,420114.03,100310.77,1673.63,0,EUR,ACH
301,25,2023-12-29,2023-12-24,772066.0,686324.29,84191.93,1549.78,10,EUR,ACH
302,25,2024-02-14,2024-02-19,302098.25,219922.69,80995.05,1180.51,0,EUR,ACH
303,25,2024-04-10,2024-04-15,1063411.08,963751.08,99085.96,574.04,0,EUR,Check
304,25,2024-06-11,2024-06-11,75760.36,16455.98,58961.31,343.07,5,EUR,ACH
305,25,2024-08-11,2024-08-06,60692.95,9131.63,50903.26,658.06,10,EUR,Wire
306,25,2024-09-27,2024-10-02,65218.0,3250.69,60172.04,1795.27,0,EUR,ACH
307,25,2024-11-23,2024-11-27,645880.82,553947.62,90858.44,1074.76,1,EUR,ACH
308,25,2025-01-19,2025-01-23,159633.04,107460.45,51606.55,566.04,1,EUR,Check
309,25,2025-03-15,2025-03-20,593083.75,535262.54,57091.05,730.16,0,EUR,Wire
310,25,2025-05-11,2025-05-16,608604.05,534740.11,73750.89,113.05,0,EUR,Wire
311,25,2025-07-06,2025-07-11,827621.14,736307.16,89583.59,1730.39,0,EUR,Check
312,25,2025-09-02,2025-09-06,146999.33,57652.5,89306.41,40.42,1,EUR,Wire
313,26,2024-12-10,2024-12-15,2311445.43,2052979.34,256488.89,1977.2,0,GBP,Wire
314,26,2025-06-22,2025-06-25,1284114.78,1014886.55,268500.18,728.05,2,GBP,Wire
315,26,2026-01-04,2026-01-04,1947845.32,1747977.85,198713.98,1153.49,5,GBP,Wire
316,26,2026-07-11,2026-07-16,592592.41,385005.91,207270.44,316.06,0,GBP,Check
317,26,2027-01-20,2027-01-25,2302776.95,2091860.21,209256.09,1660.65,0,GBP,ACH
318,27,2024-11-02,2024-11-07,3887361.37,3583972.03,302742.58,646.76,0,USD,ACH
319,27,2024-12-15,2024-12-10,1225020.45,1026231.51,198235.73,553.21,10,USD,ACH
320,27,2025-01-09,2025-01-12,236742.88,2772.17,232728.37,1242.34,2,USD,Check
321,27,2025-02-11,2025-02-14,1799675.83,1542560.19,256032.41,1083.23,2,USD,ACH
322,27,2025-03-14,2025-03-19,715838.42,468962.95,245101.39,1774.08,0,USD,ACH
323,27,2025-04-16,2025-04-21,2265707.44,2068141.1,195782.19,1784.15,0,USD,Check
324,27,2025-05-19,2025-05-24,2080758.63,1817125.19,262760.58,872.86,0,USD,Wire
325,27,2025-06-22,2025-06-27,3811148.39,3555373.65,255587.78,186.96,0,USD,Check
326,27,2025-07-27,2025-07-30,1085603.4,955562.77,128766.24,1274.39,2,USD,ACH
327,27,2025-08-27,2025-09-01,1042691.79,905736.38,135637.44,1317.97,0,USD,Wire
328,27,2025-09-29,2025-10-04,2766842.81,2559868.52,206516.36,457.93,0,USD,Check
329,27,2025-11-11,2025-11-06,4208075.72,3986722.48,219464.73,1888.51,10,USD,ACH
330,27,2025-12-04,2025-12-09,1780941.35,1581097.33,198957.57,886.45,0,USD,Wire
331,27,2026-01-08,2026-01-11,3423614.69,3249173.66,173847.85,593.18,2,USD,Wire
332,27,2026-02-19,2026-02-14,861131.37,702020.65,158820.97,289.75,10,USD,ACH
333,28,2023-10-24,2023-10-29,53611.59,36519.23,15363.18,1729.18,0,EUR,ACH
334,28,2024-02-11,2024-02-16,82188.87,56836.76,24687.72,664.39,0,EUR,ACH
335,28,2024-06-03,2024-06-06,109155.8,90460.44,18060.99,634.37,2,EUR,ACH
336,28,2024-09-29,2024-09-24,67989.11,44790.96,22025.64,1172.51,10,EUR,Wire
337,28,2025-01-13,2025-01-13,52867.28,37326.02,14140.27,1400.99,5,EUR,ACH
338,28,2025-04-29,2025-05-03,103109.24,82637.58,19470.08,1001.58,1,EUR,ACH
339,28,2025-08-18,2025-08-22,59488.2,39775.87,18126.47,1585.86,1,EUR,Check
340,28,2025-12-10,2025-12-10,27734.95,10057.3,16827.69,849.96,5,EUR,Wire
341,28,2026-03-31,2026-03-31,90237.39,67694.07,21638.96,904.36,5,EUR,Wire
342,28,2026-07-15,2026-07-19,112224.42,87405.36,23928.34,890.72,1,EUR,Check
343,28,2026-11-02,2026-11-07,67067.33,53075.07,13565.33,426.93,0,EUR,Check
344,28,2027-02-22,2027-02-25,20604.54,1572.17,17314.36,1718.01,2,EUR,Check
345,28,2027-06-13,2027-06-16,113845.3,88140.24,24359.15,1345.91,2,EUR,ACH
346,28,2027-09-30,2027-10-04,23103.97,1150.16,20566.05,1387.76,1,EUR,Wire
347,28,2028-01-28,2028-01-23,83451.4,68436.98,14973.15,41.27,10,EUR,Check
348,28,2028-05-13,2028-05-13,71970.87,51819.91,19190.47,960.49,5,EUR,Wire
349,29,2024-12-07,2024-12-12,148309.19,128636.14,18680.33,992.72,0,EUR,Check
350,29,2025-01-31,2025-02-05,176388.95,143024.92,32331.99,1032.04,0,EUR,ACH
351,29,2025-03-27,2025-04-01,129753.2,107216.52,21394.25,1142.43,0,EUR,Check
352,29,2025-05-23,2025-05-26,154798.67,136376.54,17692.85,729.28,2,EUR,Check
353,29,2025-07-15,2025-07-20,148329.18,127399.54,20194.5,735.14,0,EUR,Check
354,29,2025-09-08,2025-09-13,186856.76,155094.33,30415.19,1347.24,0,EUR,Check
355,29,2025-11-04,2025-11-08,59828.22,37305.75,21092.62,1429.85,1,EUR,Wire
356,29,2025-12-28,2026-01-02,310587.15,278951.72,30680.72,954.71,0,EUR,Check
357,29,2026-02-21,2026-02-26,148967.84,120716.68,26305.56,1945.6,0,EUR,Check
358,29,2026-04-17,2026-04-22,45467.31,26268.61,17519.04,1679.66,0,EUR,Wire
359,29,2026-06-11,2026-06-16,52430.72,31594.11,19832.47,1004.14,0,EUR,Check
360,29,2026-08-05,2026-08-10,81577.45,57209.43,22737.62,1630.4,0,EUR,ACH
361,29,2026-09-30,2026-10-05,147981.08,130784.76,16544.1,652.22,0,EUR,ACH
362,29,2026-12-04,2026-11-29,55312.53,24824.69,29901.41,586.43,10,EUR,Wire
363,29,2027-01-19,2027-01-23,163655.99,131614.26,30241.18,1800.55,1,EUR,Wire
364,29,2027-03-14,2027-03-19,123089.57,96250.27,26015.33,823.97,0,EUR,ACH
365,29,2027-05-08,2027-05-13,84746.93,60600.62,23348.05,798.26,0,EUR,Wire
366,29,2027-07-13,2027-07-08,210335.27,177536.09,31397.77,1401.41,10,EUR,Wire
367,30,2023-04-06,2023-04-11,1889186.83,1646988.76,242068.3,129.77,0,GBP,Wire
368,30,2023-06-29,2023-07-04,377312.19,107448.59,268378.23,1485.37,0,GBP,ACH
369,30,2023-09-27,2023-09-27,2026875.45,1714534.2,311886.99,454.26,5,GBP,Check
370,30,2023-12-16,2023-12-21,2784500.98,2478819.59,304655.69,1025.7,0,GBP,Wire
371,30,2024-03-20,2024-03-15,377279.19,19739.77,357484.27,55.15,10,GBP,Wire
372,30,2024-06-13,2024-06-08,1289559.61,1062560.74,225457.7,1541.17,10,GBP,Check
373,30,2024-09-06,2024-09-01,995040.96,730453.46,263289.11,1298.39,10,GBP,Wire
374,30,2024-11-20,2024-11-25,1601978.05,1360583.12,240044.9,1350.03,0,GBP,Wire
375,30,2025-02-13,2025-02-18,2555510.82,2232022.09,322620.05,868.68,0,GBP,ACH
376,30,2025-05-09,2025-05-14,3478733.1,3103751.05,374898.21,83.84,0,GBP,ACH
377,30,2025-08-01,2025-08-06,2603739.41,2215773.47,387403.15,562.79,0,GBP,Check
378,30,2025-10-26,2025-10-30,879445.05,576420.85,302418.41,605.79,1,GBP,Wire
379,30,2026-01-18,2026-01-23,1972511.49,1613244.79,357909.21,1357.49,0,GBP,Check
380,30,2026-04-13,2026-04-18,2347737.79,2077853.45,269127.38,756.96,0,GBP,ACH
381,30,2026-07-17,2026-07-12,1687293.71,1437276.81,249717.7,299.2,10,GBP,Wire
382,30,2026-09-30,2026-10-05,1302883.33,923505.87,378184.92,1192.54,0,GBP,Check
383,30,2026-12-29,2026-12-29,1814032.2,1544707.0,268927.95,397.25,5,GBP,ACH
384,30,2027-03-20,2027-03-24,916127.39,565807.32,348354.07,1966.0,1,GBP,Check
385,30,2027-06-12,2027-06-17,1385409.95,1071682.13,313684.31,43.51,0,GBP,Wire
386,31,2024-04-07,2024-04-12,745991.29,662589.9,82412.1,989.29,0,GBP,ACH
387,31,2024-05-04,2024-05-04,1020663.12,884324.41,135485.66,853.05,5,GBP,Wire
388,31,2024-05-31,2024-05-26,523207.04,422009.08,101149.74,48.22,10,GBP,Wire
389,31,2024-06-13,2024-06-18,447931.36,323420.79,123638.15,872.42,0,GBP,Wire
390,31,2024-07-05,2024-07-10,1083774.48,975916.4,107458.75,399.33,0,GBP,Wire
391,31,2024-07-28,2024-08-01,1411262.51,1246758.23,162910.73,1593.55,1,GBP,Check
392,31,2024-08-19,2024-08-24,2199277.05,2031614.86,166182.77,1479.42,0,GBP,Wire
393,31,2024-09-12,2024-09-15,1252149.02,1130960.16,120347.17,841.69,2,GBP,ACH
394,31,2024-10-02,2024-10-07,697936.12,588250.12,109254.22,431.78,0,GBP,ACH
395,31,2024-10-25,2024-10-30,743482.31,654935.94,88157.24,389.13,0,GBP,Check
396,31,2024-11-26,2024-11-21,1435578.38,1333572.66,101664.79,340.93,10,GBP,ACH
397,31,2024-12-08,2024-12-13,100726.98,21246.64,79303.28,177.06,0,GBP,ACH
398,31,2025-01-05,2025-01-05,931681.13,794285.35,136610.07,785.71,5,GBP,Check
399,31,2025-01-27,2025-01-27,719500.25,582254.94,136522.94,722.37,5,GBP,Wire
400,31,2025-02-14,2025-02-18,524357.47,397438.0,126120.91,798.56,1,GBP,ACH
401,31,2025-03-08,2025-03-13,1395334.24,1305079.54,89412.91,841.79,0,GBP,ACH
402,31,2025-04-01,2025-04-04,991788.25,892185.12,97876.89,1726.24,2,GBP,ACH
403,31,2025-04-22,2025-04-26,2184729.87,2039963.76,144174.11,592.0,1,GBP,ACH
404,31,2025-05-16,2025-05-19,2054213.16,1919038.55,133726.58,1448.03,2,GBP,ACH
405,32,2023-02-27,2023-03-04,2078099.47,1486712.24,590840.9,546.33,0,EUR,Check
406,32,2023-04-12,2023-04-15,3396030.88,2858415.01,536146.53,1469.34,2,EUR,ACH
407,32,2023-05-28,2023-05-28,1556131.55,1024688.51,530107.2,1335.84,5,EUR,ACH
408,32,2023-07-05,2023-07-10,3612880.43,2887183.66,724658.21,1038.56,0,EUR,Check
409,32,2023-08-22,2023-08-22,1685858.26,1140849.81,544462.67,545.78,5,EUR,ACH
410,32,2023-09-30,2023-10-03,3200614.48,2629867.22,569135.02,1612.24,2,EUR,Check
411,32,2023-11-10,2023-11-15,3997054.89,3243965.29,752575.56,514.04,0,EUR,Wire
412,32,2023-12-25,2023-12-28,3051939.77,2409182.38,642269.04,488.35,2,EUR,ACH
413,32,2024-02-06,2024-02-09,511488.1,47882.84,463512.42,92.84,2,EUR,Wire
414,32,2024-03-18,2024-03-22,2932118.07,2457626.71,473996.73,494.63,1,EUR,ACH
415,32,2024-05-09,2024-05-04,2517355.22,1880428.16,636355.66,571.4,10,EUR,Check
416,32,2024-06-16,2024-06-16,2472084.36,1870000.87,600688.07,1395.42,5,EUR,Wire
417,32,2024-07-29,2024-07-29,1420083.57,662402.08,757330.25,351.24,5,EUR,Check
418,32,2024-09-06,2024-09-09,3307840.36,2753131.63,553807.72,901.01,2,EUR,Check
419,32,2024-10-17,2024-10-22,1475729.03,936335.83,538784.85,608.35,0,EUR,Check
420,32,2024-12-04,2024-12-04,3104363.47,2526838.95,577363.41,161.11,5,EUR,ACH
421,32,2025-01-16,2025-01-16,2096190.33,1540116.78,555017.73,1055.82,5,EUR,Wire
422,33,2023-07-13,2023-07-18,920867.58,811177.85,109389.45,300.28,0,GBP,Check
423,33,2023-10-28,2023-10-23,556350.29,396883.54,158515.05,951.7,10,GBP,ACH
424,33,2024-01-23,2024-01-28,514931.08,376193.05,138692.11,45.92,0,GBP,ACH
425,33,2024-04-29,2024-05-04,1207256.33,1013251.36,192575.66,1429.31,0,GBP,Wire
426,33,2024-08-14,2024-08-09,216546.4,16208.53,199781.1,556.77,10,GBP,Check
427,33,2024-11-11,2024-11-14,569161.82,449783.85,118314.37,1063.6,2,GBP,Wire
428,33,2025-02-15,2025-02-19,290686.09,89707.44,200618.55,360.1,1,GBP,Check
429,33,2025-05-22,2025-05-27,2050531.96,1834923.37,213868.94,1739.65,0,GBP,ACH
430,33,2025-08-27,2025-09-01,845837.98,712036.68,133295.92,505.38,0,GBP,Check
431,33,2025-12-03,2025-12-07,1218136.91,1107282.97,109961.56,892.38,1,GBP,Wire
432,33,2026-03-09,2026-03-14,1084688.62,965622.48,118924.39,141.75,0,GBP,Wire
433,33,2026-06-14,2026-06-19,1345078.13,1187453.33,156201.88,1422.92,0,GBP,Check
434,33,2026-09-24,2026-09-24,1383104.22,1180399.8,202534.21,170.21,5,GBP,Check
435,33,2026-12-27,2026-12-30,691528.81,536593.2,154605.82,329.79,2,GBP,ACH
436,33,2027-04-01,2027-04-06,252392.17,103265.27,148976.04,150.86,0,GBP,Check
437,33,2027-07-12,2027-07-12,787713.34,650330.48,136309.81,1073.05,5,GBP,ACH
438,33,2027-10-23,2027-10-18,796788.17,684413.2,110563.12,1811.85,10,GBP,Wire
439,34,2022-11-28,2022-11-28,1495492.27,989126.8,505743.01,622.46,5,EUR,Check
440,34,2023-01-15,2023-01-15,1070119.43,778062.92,291834.13,222.38,5,EUR,Check
441,34,2023-02-28,2023-03-04,1530700.23,1089039.97,440830.61,829.65,1,EUR,Check
442,34,2023-04-18,2023-04-22,1530188.66,1103892.91,424717.57,1578.18,1,EUR,ACH
443,34,2023-06-04,2023-06-09,2115895.95,1811917.72,302817.7,1160.53,0,EUR,Wire
444,34,2023-07-23,2023-07-28,632801.96,220756.58,411279.29,766.09,0,EUR,Wire
445,34,2023-09-09,2023-09-14,677011.39,295115.77,380119.24,1776.38,0,EUR,Wire
446,34,2023-10-29,2023-11-02,675744.44,231140.38,444603.81,0.25,1,EUR,ACH
447,34,2023-12-15,2023-12-20,2762571.62,2271892.2,490616.1,63.32,0,EUR,ACH
448,34,2024-02-11,2024-02-06,1089216.74,790707.7,298085.39,423.65,10,EUR,ACH
449,34,2024-03-26,2024-03-26,2488137.3,2119055.87,367245.29,1836.14,5,EUR,ACH
450,34,2024-05-09,2024-05-13,662242.14,199164.43,462170.09,907.62,1,EUR,Check
451,34,2024-06-26,2024-07-01,586824.11,269918.46,315556.28,1349.37,0,EUR,Wire
452,34,2024-08-15,2024-08-18,2941531.69,2533978.34,406549.6,1003.75,2,EUR,Wire
453,34,2024-10-06,2024-10-06,2103734.39,1568432.34,533355.87,1946.18,5,EUR,Wire
454,34,2024-11-18,2024-11-23,1041288.17,747423.22,291945.98,1918.97,0,EUR,Wire
455,34,2025-01-07,2025-01-11,1409196.3,1090522.09,316842.02,1832.19,1,EUR,ACH
456,35,2023-09-14,2023-09-18,987030.08,866246.9,120399.41,383.77,1,EUR,Wire
457,35,2023-11-10,2023-11-15,593324.06,440868.75,151943.77,511.54,0,EUR,Wire
458,35,2024-01-18,2024-01-13,1123363.17,1000160.79,122057.56,1144.82,10,EUR,Wire
459,35,2024-03-17,2024-03-12,427962.23,280903.79,145670.55,1387.89,10,EUR,Check
460,35,2024-05-05,2024-05-10,1711294.97,1529369.07,181903.08,22.82,0,EUR,Wire
461,35,2024-07-12,2024-07-07,1674792.72,1548140.69,125385.2,1266.83,10,EUR,ACH
462,35,2024-08-30,2024-09-04,438380.57,318516.01,118171.2,1693.36,0,EUR,Wire
463,35,2024-10-28,2024-11-02,1571487.56,1446979.85,122637.47,1870.24,0,EUR,ACH
464,35,2025-01-05,2024-12-31,519071.18,403310.57,114035.33,1725.28,10,EUR,Wire
465,35,2025-02-22,2025-02-27,830801.21,718655.23,110202.51,1943.47,0,EUR,Check
466,35,2025-04-22,2025-04-27,747679.84,653287.72,94317.92,74.2,0,EUR,Wire
467,35,2025-06-20,2025-06-25,1113867.25,1004092.98,108205.12,1569.15,0,EUR,ACH
468,35,2025-08-23,2025-08-23,228193.73,121379.1,105385.65,1428.98,5,EUR,Check
469,36,2024-05-28,2024-05-23,2223131.01,2010364.56,211612.25,1154.2,10,USD,Wire
470,36,2024-10-22,2024-10-17,1676601.36,1428369.99,248166.89,64.48,10,USD,Check
471,36,2025-03-08,2025-03-13,714252.76,567882.6,144937.88,1432.28,0,USD,Check
472,36,2025-08-07,2025-08-07,654913.77,452968.9,201683.35,261.52,5,USD,Wire
473,36,2025-12-28,2026-01-01,1886912.89,1652263.27,233953.72,695.9,1,USD,Check
474,36,2026-05-23,2026-05-28,1638471.09,1456120.57,181115.44,1235.08,0,USD,ACH
475,36,2026-10-17,2026-10-22,1918922.7,1684963.53,233550.48,408.69,0,USD,Wire
476,36,2027-03-13,2027-03-18,1290999.16,1081546.54,207596.05,1856.57,0,USD,ACH
477,36,2027-08-07,2027-08-12,894723.05,608971.98,284030.57,1720.5,0,USD,Check
478,36,2028-01-01,2028-01-06,848164.39,557606.24,288808.16,1749.99,0,USD,ACH
479,36,2028-05-27,2028-06-01,217836.6,61834.4,155350.7,651.5,0,USD,Wire
480,36,2028-10-22,2028-10-26,806855.28,595609.8,211081.07,164.41,1,USD,ACH
481,36,2029-03-23,2029-03-23,426938.68,179170.48,246939.43,828.77,5,USD,Wire
482,37,2025-02-08,2025-02-13,900776.74,753060.56,146797.03,919.15,0,EUR,Wire
483,37,2025-04-16,2025-04-20,1412465.44,1264334.83,147089.97,1040.64,1,EUR,Wire
484,37,2025-06-23,2025-06-26,606699.38,455874.04,150427.47,397.87,2,EUR,Check
485,37,2025-08-27,2025-08-31,144743.51,64413.64,79716.14,613.73,1,EUR,ACH
486,37,2025-11-02,2025-11-06,1219289.33,1140070.88,78754.2,464.25,1,EUR,Check
487,37,2026-01-08,2026-01-11,2050831.15,1928778.39,121635.43,417.33,2,EUR,ACH
488,37,2026-03-14,2026-03-19,580846.75,441143.22,139571.47,132.06,0,EUR,ACH
489,37,2026-05-22,2026-05-25,708690.73,605216.48,102931.64,542.61,2,EUR,ACH
490,37,2026-07-27,2026-07-30,1526704.73,1424576.16,100745.39,1383.18,2,EUR,Check
491,37,2026-10-01,2026-10-05,749210.81,654571.83,94047.14,591.84,1,EUR,ACH
492,37,2026-12-05,2026-12-10,930937.29,818571.36,112280.18,85.75,0,EUR,ACH
493,37,2027-02-12,2027-02-15,1328401.55,1205767.85,121839.72,793.98,2,EUR,Wire
494,37,2027-04-18,2027-04-23,253366.09,152180.53,99641.58,1543.98,0,EUR,ACH
495,37,2027-06-28,2027-06-28,1368154.75,1265495.12,101540.98,1118.65,5,EUR,Wire
496,37,2027-09-03,2027-09-03,1609969.83,1493641.25,115948.14,380.44,5,EUR,Wire
497,37,2027-11-04,2027-11-08,1449402.92,1335476.76,112174.13,1752.03,1,EUR,Check
498,37,2028-01-10,2028-01-14,2125441.77,1984269.42,140201.14,971.21,1,EUR,Wire
499,37,2028-03-16,2028-03-21,1226145.58,1080415.98,144787.46,942.14,0,EUR,ACH
500,38,2024-06-02,2024-06-07,874110.77,720988.08,151472.25,1650.44,0,EUR,Check
501,38,2024-11-01,2024-11-06,538410.08,329277.68,208535.66,596.74,0,EUR,ACH
502,38,2025-04-07,2025-04-07,746182.91,551264.92,194584.66,333.33,5,EUR,Check
503,38,2025-09-01,2025-09-06,259071.82,13072.16,244131.27,1868.39,0,EUR,Check
504,38,2026-02-01,2026-02-05,627710.15,465207.78,160943.54,1558.83,1,EUR,Check
505,38,2026-07-02,2026-07-07,903669.76,642898.81,259377.6,1393.35,0,EUR,Check
506,38,2026-12-01,2026-12-06,1196711.45,1008685.33,187882.4,143.72,0,EUR,Check
507,38,2027-05-07,2027-05-07,513359.99,317707.53,195611.82,40.64,5,EUR,ACH
508,38,2027-10-01,2027-10-06,348944.75,77172.7,270532.95,1239.1,0,EUR,Check
509,39,2024-12-29,2024-12-29,770851.82,593993.56,175770.31,1087.95,5,GBP,ACH
510,39,2025-01-20,2025-01-23,683757.96,434768.16,247431.84,1557.96,2,GBP,Check
511,39,2025-02-12,2025-02-17,751305.27,581860.21,168479.82,965.24,0,GBP,Wire
512,39,2025-03-09,2025-03-14,868197.51,669475.74,196870.39,1851.38,0,GBP,ACH
513,39,2025-04-08,2025-04-08,829927.57,638472.99,190627.43,827.15,5,GBP,ACH
514,39,2025-05-09,2025-05-04,449070.76,271616.84,176701.35,752.57,10,GBP,ACH
515,39,2025-05-26,2025-05-29,1134296.95,922661.28,210194.11,1441.56,2,GBP,ACH
516,39,2025-06-18,2025-06-23,560420.33,257807.19,301473.76,1139.38,0,GBP,Check
517,39,2025-07-13,2025-07-18,701064.6,419077.04,281616.59,370.97,0,GBP,Wire
518,39,2025-08-08,2025-08-13,252874.29,55205.14,197277.22,391.93,0,GBP,Wire
519,39,2025-09-02,2025-09-07,1143065.33,869863.0,272870.45,331.88,0,GBP,ACH
520,39,2025-09-27,2025-10-02,535561.33,370000.66,165157.6,403.07,0,GBP,Wire
521,39,2025-11-01,2025-10-27,536046.78,302961.64,231129.38,1955.76,10,GBP,ACH
522,39,2025-11-27,2025-11-22,1191701.52,985773.78,205516.48,411.26,10,GBP,Check
523,39,2025-12-12,2025-12-17,300198.37,104597.95,195060.94,539.48,0,GBP,ACH
524,39,2026-01-16,2026-01-11,888541.8,676989.37,210466.97,1085.46,10,GBP,ACH
525,39,2026-01-31,2026-02-05,1905328.57,1593476.78,311610.14,241.65,0,GBP,Wire
526,39,2026-02-26,2026-03-03,728087.75,538327.33,188587.4,1173.02,0,GBP,Check
527,40,2024-10-11,2024-10-06,991025.21,639383.13,350413.97,1228.11,10,EUR,Check
528,40,2024-10-28,2024-11-02,877795.77,274484.39,603171.54,139.84,0,EUR,ACH
529,40,2024-11-25,2024-11-30,953389.13,466341.88,486399.21,648.04,0,EUR,ACH
530,40,2024-12-23,2024-12-28,1942597.55,1383072.37,559053.59,471.59,0,EUR,ACH
531,40,2025-01-20,2025-01-25,2904453.67,2323957.33,580249.09,247.25,0,EUR,ACH
532,40,2025-02-18,2025-02-21,1621301.01,1190567.95,430253.38,479.68,2,EUR,ACH
533,40,2025-03-26,2025-03-21,1002737.32,692248.65,309247.63,1241.04,10,EUR,ACH
534,40,2025-04-13,2025-04-18,1359284.38,871830.3,485551.75,1902.33,0,EUR,Check
535,40,2025-05-11,2025-05-16,1352504.59,807036.2,545328.24,140.15,0,EUR,Wire
536,40,2025-06-13,2025-06-13,2001542.34,1623352.16,377619.96,570.22,5,EUR,Check
537,40,2025-07-06,2025-07-10,3358354.0,2744071.51,613892.69,389.8,1,EUR,Check
538,40,2025-08-02,2025-08-07,1354075.28,798880.76,553706.37,1488.15,0,EUR,Wire
539,40,2025-09-09,2025-09-04,1731480.27,1213928.25,517278.69,273.33,10,EUR,Check
540,40,2025-09-27,2025-10-02,1726922.49,1328037.13,398395.28,490.08,0,EUR,Wire
541,40,2025-11-03,2025-10-29,367605.05,12116.21,354054.79,1434.05,10,EUR,Check
542,40,2025-11-22,2025-11-26,860700.26,406809.01,453296.74,594.51,1,EUR,Check
543,40,2025-12-19,2025-12-24,1582225.52,1266497.29,314797.37,930.86,0,EUR,Check
544,40,2026-01-16,2026-01-21,885700.36,305631.9,578908.61,1159.85,0,EUR,ACH
545,40,2026-02-18,2026-02-18,1766551.06,1311350.63,453793.15,1407.28,5,EUR,Wire
546,41,2024-02-28,2024-02-23,588544.71,504223.5,84298.34,22.87,10,GBP,ACH
547,41,2024-08-29,2024-09-02,396625.41,300086.17,96538.34,0.9,1,GBP,Wire
548,41,2025-03-11,2025-03-14,345821.83,229982.81,115239.72,599.3,2,GBP,Check
549,41,2025-09-18,2025-09-22,814961.51,708665.75,104922.12,1373.64,1,GBP,Wire
550,41,2026-03-30,2026-04-03,480465.56,363475.34,115613.0,1377.22,1,GBP,Check
551,41,2026-10-07,2026-10-12,365204.87,264291.52,99919.86,993.49,0,GBP,Wire
552,41,2027-04-18,2027-04-23,428703.79,363299.41,64089.58,1314.8,0,GBP,Wire
553,41,2027-11-06,2027-11-01,805489.37,699081.53,104672.69,1735.15,10,GBP,ACH
554,41,2028-05-12,2028-05-12,886930.66,786984.54,98740.05,1206.07,5,GBP,Check
555,41,2028-11-16,2028-11-21,203981.33,108850.13,94073.12,1058.08,0,GBP,Wire
556,42,2024-11-13,2024-11-18,1138533.72,956180.22,181553.63,799.87,0,EUR,ACH
557,42,2025-07-14,2025-07-19,266492.33,148577.01,116024.66,1890.66,0,EUR,Check
558,42,2026-03-16,2026-03-19,895851.03,769783.98,125999.47,67.58,2,EUR,Wire
559,42,2026-11-13,2026-11-17,364155.89,224142.73,139762.74,250.42,1,EUR,ACH
560,42,2027-07-24,2027-07-19,780159.29,678473.05,100865.91,820.33,10,EUR,ACH
561,42,2028-03-14,2028-03-18,116631.14,4349.04,110827.85,1454.25,1,EUR,Wire
562,42,2028-11-11,2028-11-16,746274.51,630877.32,115232.39,164.8,0,EUR,Wire
563,42,2029-07-13,2029-07-18,827725.5,716831.32,109889.9,1004.28,0,EUR,Wire
564,43,2023-12-27,2024-01-01,746987.67,445312.68,300674.25,1000.74,0,GBP,ACH
565,43,2024-02-03,2024-02-03,3048978.18,2533533.46,513736.82,1707.9,5,GBP,ACH
566,43,2024-03-02,2024-03-07,994118.26,618364.79,374366.48,1386.99,0,GBP,Wire
567,43,2024-04-15,2024-04-10,1230026.05,861756.76,366394.41,1874.88,10,GBP,Check
568,43,2024-05-09,2024-05-13,439913.73,63897.34,375676.99,339.4,1,GBP,Check
569,43,2024-06-13,2024-06-16,377514.19,47122.98,329788.84,602.37,2,GBP,Wire
570,43,2024-07-19,2024-07-19,1604957.18,1208905.75,394648.32,1403.11,5,GBP,Check
571,43,2024-08-16,2024-08-21,1272557.11,975670.6,295187.42,1699.09,0,GBP,ACH
572,43,2024-09-19,2024-09-24,1321151.81,739241.62,581472.35,437.84,0,GBP,Wire
573,43,2024-10-22,2024-10-27,837961.39,406069.5,430742.82,1149.07,0,GBP,ACH
574,43,2024-11-25,2024-11-30,2836048.22,2345503.47,489271.21,1273.54,0,GBP,Check
575,43,2024-12-28,2025-01-02,660833.62,292587.35,367091.64,1154.63,0,GBP,Wire
576,43,2025-01-30,2025-02-04,2533929.13,1947358.67,585014.44,1556.02,0,GBP,Check
577,43,2025-03-05,2025-03-10,564450.24,144082.02,419934.23,433.99,0,GBP,ACH
578,43,2025-04-08,2025-04-12,2917161.43,2418497.66,498428.11,235.66,1,GBP,Check
579,43,2025-05-12,2025-05-16,1655060.11,1376879.92,276338.42,1841.77,1,GBP,Check
580,43,2025-06-13,2025-06-18,1520661.06,1143778.48,375487.33,1395.25,0,GBP,Wire
581,43,2025-07-27,2025-07-22,972539.21,675073.39,296500.12,965.7,10,GBP,ACH
